id,platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,details,image_url,crawled_at,last_updated,detail_url,data_source,source_keyword,is_fallback,crawl_timestamp,search_keyword,pages_crawled
11.0,Amazon,AMZ_NOTEBOOK_0011,Fujifilm Mirrorless Camera Notebook Model 11,2999.0,3087.0,4.8,47096,,Cameras & Photography,"""{\""megapixels\"": \""33\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_11.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
12.0,Amazon,AMZ_NOTEBOOK_0012,Sony Mirrorless Camera Notebook Model 12,1875.0,2047.0,4.6,36365,,Cameras & Photography,"""{\""megapixels\"": \""30\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_12.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
13.0,Amazon,AMZ_NOTEBOOK_0013,Canon DSLR Camera Notebook Model 13,1328.0,1609.0,4.3,46071,,Cameras & Photography,"""{\""megapixels\"": \""26\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_13.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
14.0,Amazon,AMZ_NOTEBOOK_0014,Nikon Action Camera Camera Notebook Model 14,2985.0,3080.0,3.9,15441,,Cameras & Photography,"""{\""megapixels\"": \""19\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_14.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
15.0,Amazon,AMZ_NOTEBOOK_0015,Fujifilm DSLR Camera Notebook Model 15,2774.0,3046.0,4.6,19827,,Cameras & Photography,"""{\""megapixels\"": \""48\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_15.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
16.0,Amazon,AMZ_NOTEBOOK_0016,Sony Bridge Camera Notebook Model 16,1971.0,2131.0,4.8,31587,,Cameras & Photography,"""{\""megapixels\"": \""42\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_16.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
17.0,Amazon,AMZ_NOTEBOOK_0017,Canon Compact Camera Notebook Model 17,875.0,1015.0,3.6,47061,,Cameras & Photography,"""{\""megapixels\"": \""42\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_17.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
18.0,Amazon,AMZ_NOTEBOOK_0018,Fujifilm Mirrorless Camera Notebook Model 18,2224.0,2470.0,3.7,47454,,Cameras & Photography,"""{\""megapixels\"": \""40\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_18.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
19.0,Amazon,AMZ_NOTEBOOK_0019,Fujifilm Compact Camera Notebook Model 19,2162.0,2422.0,4.7,37217,,Cameras & Photography,"""{\""megapixels\"": \""18\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_19.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
20.0,Amazon,AMZ_NOTEBOOK_0020,Nikon Bridge Camera Notebook Model 20,2949.0,3070.0,4.7,45362,,Cameras & Photography,"""{\""megapixels\"": \""48\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_20.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
21.0,Amazon,AMZ_NOTEBOOK_0021,GoPro Action Camera Camera Notebook Model 21,712.0,948.0,3.8,1545,,Cameras & Photography,"""{\""megapixels\"": \""24\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_21.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
22.0,Amazon,AMZ_NOTEBOOK_0022,Canon DSLR Camera Notebook Model 22,2762.0,2823.0,3.8,26456,,Cameras & Photography,"""{\""megapixels\"": \""41\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_22.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
23.0,Amazon,AMZ_NOTEBOOK_0023,GoPro Action Camera Camera Notebook Model 23,2206.0,2266.0,3.9,17509,,Cameras & Photography,"""{\""megapixels\"": \""38\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_23.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
24.0,Amazon,AMZ_NOTEBOOK_0024,GoPro Action Camera Camera Notebook Model 24,2880.0,3096.0,4.7,14536,,Cameras & Photography,"""{\""megapixels\"": \""43\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_24.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
25.0,Amazon,AMZ_NOTEBOOK_0025,Sony Mirrorless Camera Notebook Model 25,2892.0,3047.0,3.6,17926,,Cameras & Photography,"""{\""megapixels\"": \""23\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_25.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
26.0,Amazon,AMZ_NOTEBOOK_0026,Panasonic DSLR Camera Notebook Model 26,2770.0,3003.0,3.6,41992,,Cameras & Photography,"""{\""megapixels\"": \""47\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_26.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
27.0,Amazon,AMZ_NOTEBOOK_0027,Nikon Compact Camera Notebook Model 27,1739.0,1972.0,3.6,48339,,Cameras & Photography,"""{\""megapixels\"": \""20\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_27.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
28.0,Amazon,AMZ_NOTEBOOK_0028,Panasonic Mirrorless Camera Notebook Model 28,2614.0,2909.0,4.8,36523,,Cameras & Photography,"""{\""megapixels\"": \""50\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_28.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
29.0,Amazon,AMZ_NOTEBOOK_0029,Sony Mirrorless Camera Notebook Model 29,1904.0,2006.0,4.1,36566,,Cameras & Photography,"""{\""megapixels\"": \""22\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_29.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
30.0,Amazon,AMZ_NOTEBOOK_0030,GoPro Mirrorless Camera Notebook Model 30,1515.0,1636.0,4.9,19549,,Cameras & Photography,"""{\""megapixels\"": \""24\"", \""sensor\"": \""CMOS\"", \""video\"": \""4K\""}""",https://images.amazon.com/notebook_30.jpg,2026-01-29 15:57:38,2026-01-30 16:56:38,,,,,,,
31.0,JD.com,10000001,小米耳机 型号1 高性能版,6822.0,7017.0,3.7,29903,,,{},https://img.example.com/product_1.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
32.0,JD.com,10000002,三星手表 型号2 高性能版,3110.0,6487.0,3.7,28624,,,{},https://img.example.com/product_2.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
33.0,JD.com,10000003,三星手表 型号3 高性能版,4967.0,5164.0,4.2,47531,,,{},https://img.example.com/product_3.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
34.0,JD.com,10000004,VIVO手表 型号4 高性能版,8123.0,5024.0,4.9,33223,,,{},https://img.example.com/product_4.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
35.0,JD.com,10000005,戴尔手表 型号5 高性能版,7636.0,3953.0,4.6,1460,,,{},https://img.example.com/product_5.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
36.0,JD.com,10000006,苹果手表 型号6 高性能版,5018.0,1126.0,4.5,18242,,,{},https://img.example.com/product_6.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
37.0,JD.com,10000007,戴尔笔记本 型号7 高性能版,3701.0,7257.0,4.1,6152,,,{},https://img.example.com/product_7.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
38.0,JD.com,10000008,苹果耳机 型号8 高性能版,8608.0,10430.0,3.9,29649,,,{},https://img.example.com/product_8.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
39.0,JD.com,10000009,苹果平板 型号9 高性能版,2326.0,5010.0,4.8,28670,,,{},https://img.example.com/product_9.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
40.0,JD.com,10000010,华为平板 型号10 高性能版,1958.0,6543.0,3.8,49791,,,{},https://img.example.com/product_10.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
41.0,JD.com,10000011,联想笔记本 型号11 高性能版,7080.0,9530.0,4.8,18020,,,{},https://img.example.com/product_11.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
42.0,JD.com,10000012,戴尔笔记本 型号12 高性能版,9116.0,10584.0,4.3,2347,,,{},https://img.example.com/product_12.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
43.0,JD.com,10000013,VIVO手机 型号13 高性能版,9362.0,9081.0,4.3,43885,,,{},https://img.example.com/product_13.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
44.0,JD.com,10000014,华为平板 型号14 高性能版,1380.0,8090.0,4.1,32164,,,{},https://img.example.com/product_14.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
45.0,JD.com,10000015,联想手机 型号15 高性能版,7936.0,9194.0,3.7,38419,,,{},https://img.example.com/product_15.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
46.0,JD.com,10000016,小米平板 型号16 高性能版,4569.0,5775.0,4.7,38480,,,{},https://img.example.com/product_16.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
47.0,JD.com,10000017,VIVO平板 型号17 高性能版,8742.0,5767.0,4.4,19762,,,{},https://img.example.com/product_17.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
48.0,JD.com,10000018,苹果耳机 型号18 高性能版,9312.0,8076.0,3.5,44083,,,{},https://img.example.com/product_18.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
49.0,JD.com,10000019,华为平板 型号19 高性能版,2443.0,4882.0,5.0,12864,,,{},https://img.example.com/product_19.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
50.0,JD.com,10000020,VIVO平板 型号20 高性能版,2134.0,6803.0,4.7,39000,,,{},https://img.example.com/product_20.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
51.0,JD.com,10000021,VIVO平板 型号21 高性能版,1662.0,5166.0,4.7,17436,,,{},https://img.example.com/product_21.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
52.0,JD.com,10000022,VIVO平板 型号22 高性能版,1331.0,1716.0,4.4,40433,,,{},https://img.example.com/product_22.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
53.0,JD.com,10000023,苹果手机 型号23 高性能版,9805.0,7988.0,4.9,16389,,,{},https://img.example.com/product_23.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
54.0,JD.com,10000024,VIVO笔记本 型号24 高性能版,8561.0,8801.0,4.5,12994,,,{},https://img.example.com/product_24.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
55.0,JD.com,10000025,华为笔记本 型号25 高性能版,9771.0,4401.0,4.6,25220,,,{},https://img.example.com/product_25.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
56.0,JD.com,10000026,戴尔手表 型号26 高性能版,6828.0,8599.0,4.3,2794,,,{},https://img.example.com/product_26.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
57.0,JD.com,10000027,三星笔记本 型号27 高性能版,3626.0,8427.0,4.6,7900,,,{},https://img.example.com/product_27.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
58.0,JD.com,10000028,三星耳机 型号28 高性能版,6344.0,2005.0,3.6,28860,,,{},https://img.example.com/product_28.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
59.0,JD.com,10000029,VIVO平板 型号29 高性能版,4807.0,5382.0,4.9,29148,,,{},https://img.example.com/product_29.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
60.0,JD.com,10000030,OPPO笔记本 型号30 高性能版,1273.0,7660.0,4.6,37829,,,{},https://img.example.com/product_30.jpg,2026-01-27 22:27:11,2026-01-30 16:56:38,,,,,,,
361.0,Amazon,B0DTTKTQWF,"MFi Certified 512GB Flash Drive Photo Stick for iPhone, External Memory Photo Keeper Storage for Data Saver/Backup/Transfer Files/Picture/Video/iPhone",43.0,55.36,3.4,30943,300+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61Jg28DRguL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
362.0,Amazon,B015CH1PJU,"SanDisk 128GB Ultra Flair USB 3.0 Flash Drive - SDCZ73-128G-G46, black",11.0,14.03,4.8,14912,10K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51q1BJpgGkL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
363.0,Amazon,B0B6148YKN,"Amazon Basics 128 GB Ultra Fast USB 3.1 Flash Drive, Black",11.0,14.01,3.8,20736,10K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71RhxfozxvL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
364.0,Amazon,B082ZGHXK8,32GB USB Flash Drives 2 Pack 32GB Thumb Drives Memory Stick Jump Drive with LED Light for Storage and Backup (2 Colors: Black Blue),9.0,11.37,3.0,2799,5K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71ULtE83xWL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
365.0,Amazon,B0B61DGG18,"Amazon Basics 256 GB Ultra Fast USB 3.1 High Capacity Flash Drive for Data Transfer and Storage, Black",18.0,20.97,3.7,1316,10K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71XXRNmEbeL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
366.0,Amazon,B0DRXNKSD5,"Amazon Basics USB Flash Drive, Thumb Drive Memory Stick with USB C and USB A Dual Ports, 256GB, Champagne Silver",19.0,24.43,4.8,8333,3K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/614CQHbdKcL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
367.0,Amazon,B081QSHG1K,"SanDisk 256GB Ultra USB 3.0 Flash Drive - SDCZ48-256G-GAM46, Black",20.0,23.75,4.1,49455,3K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61TuPtmTScL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
368.0,Amazon,B081QSJNRJ,"SanDisk 128GB Ultra USB 3.0 Flash Drive - SDCZ48-128G-GAM46, Black",13.0,15.24,3.4,26876,2K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61T85CGI4ZL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
369.0,Amazon,B07S4GGHNR,32GB Memory Stick USB 2.0 Flash Drives Swivel Thumb Drive Pen Drive (32GB Purple),5.0,5.86,3.1,36750,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61AZvkftK7L._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
370.0,Amazon,B0FBS7RH94,"512GB Flash Drive Intended for iPhone, Memory Stick Storage Files Photos Videos Backup, Compatible with iPhone iPad Android PC, Plug and Play, No Appl",22.0,25.59,4.9,35240,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61nVJWs6wpL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
371.0,Amazon,B09RG1TNM7,"PNY 64GB Turbo Attaché 3 USB 3.0 Flash Drive, Silver (Pack of 5)",25.0,30.2,4.0,48473,3K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51qNgGQLpIL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
372.0,Amazon,B09FXV3MXF,"ABLAZE 32GB Flash Drive 10 Pack, USB 2.0 Memory Stick with Lanyards Swivel Thumb Drives Bulk 32GB Pendrive U Disk for Data Storage (Mixcolors)",26.0,31.92,4.4,32309,400+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71T-gxHQU+L._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
373.0,Amazon,B08HSS37H7,"SanDisk 32GB 3-Pack Ultra USB 3.0 Flash Drive 32GB (Pack of 3) - SDCZ48-032G-GAM46T, Black",23.0,28.34,3.2,47042,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61TuPtmTScL._AC_UY218_.jpg,2026-01-30 19:01:49,2026-02-06 18:24:55,,,,,,,
374.0,Amazon,AMZ_SAMPLE_2_0,Lenovo laptop Model 1,932.89,1891.75,3.8,31015,Lenovo Store,Electronics,{},https://via.placeholder.com/150?text=Lenovo,2026-01-30 19:02:02,2026-02-06 18:24:56,,,,,,,
375.0,Amazon,AMZ_SAMPLE_2_1,Dell laptop Model 2,578.87,1984.4,5.0,22455,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:02,2026-02-06 18:24:56,,,,,,,
376.0,Amazon,AMZ_SAMPLE_2_2,Dell laptop Model 3,1518.28,649.4,3.6,43240,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:02,2026-02-06 18:24:56,,,,,,,
377.0,Amazon,AMZ_SAMPLE_2_3,Samsung laptop Model 4,1573.39,1479.79,4.8,21257,Samsung Store,Electronics,{},https://via.placeholder.com/150?text=Samsung,2026-01-30 19:02:02,2026-02-06 18:24:56,,,,,,,
378.0,Amazon,AMZ_SAMPLE_2_4,Apple laptop Model 5,242.06,2135.5,4.6,13605,Apple Store,Electronics,{},https://via.placeholder.com/150?text=Apple,2026-01-30 19:02:02,2026-02-06 18:24:56,,,,,,,
379.0,Amazon,B0DDYCT5YS,"PNY 128GB Turbo Attaché 3 USB 3.0 Flash Drive 5-Pack – Grey, P-FD128X5TBOP-MP, 100MB/s, Light-Weight Durable - Data Storage and Transfer",39.0,44.17,4.0,19330,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/6155RbbYkAL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
380.0,Amazon,B0CMXNBGQK,"256GB USB Flash Drive for Phone and Pad, Photo Stick High Speed External USB Thumb Drives Photo Storage Memory Stick for Save More Photos and Videos (",15.0,17.55,5.0,44166,List Price:,Electronics,{},https://m.media-amazon.com/images/I/614ARE4PwrL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
381.0,Amazon,B09GW86W6Y,"ThePhotoStick® Omni 128GB USB Flash Drive & Memory Stick – Photo & Video Backup for iPhone, Android, Mac & PC – Multiport Connection to Easily Store &",57.0,67.83,4.6,37844,2K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61Nwje5iDGL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
382.0,Amazon,B00RORBNWG,Verbatim 32GB Store 'n' Stay Nano USB 3.2 Gen 1 Flash Drive Snag-free Low Profile Thumb Drive - Blue,5.0,6.37,3.7,22069,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61pYZ-CzMSL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
383.0,Amazon,B01CKT1DTA,EASTFUN 5Pcs 8GB USB Flash Drive USB 2.0 Flash Memory Stick Thumb Stick Pen(Five Mixed Colors: Blue Purple Rose Green Gold),11.0,13.98,3.5,40843,500+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61LFANbLl1L._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
384.0,Amazon,B0CL289J6Q,Wholesale (Mix Pack) (16MB-64GB) USB 2.0 Metal Flash Memory Stick Pen Drive Storage Thumb U Disk Lot (5PCS - 128MB),6.0,6.92,5.0,6012,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61ulUyh2JYL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
385.0,Amazon,B0DSG3FWJB,"SanDisk 512GB Extreme PRO Dual Drive - Up to 1,000MB/s, USB Type-C, and USB Type-A, High-Performance Flash Drive - SDDDE1-512G-G46",46.0,59.11,4.7,19571,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61SO6cMhVvL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
386.0,Amazon,B0978ZCNSJ,"SanDisk 32GB 3-Pack Cruzer Glide USB 2.0 Flash Drive (3x32GB) - SDCZ60-032G-G46T, Black",0.0,0.0,3.4,40231,500+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51pe0ND7gGL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
387.0,Amazon,B0CSW6375K,128GB USB C Flash Drive Dual USB 3.0 Flash Drive Type C + USB A Portable Type-C Flash Drive 2-in-1 USB-C Thumb Drive for Smartphone Tablet Computer Ma,12.0,14.04,4.8,46153,6K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51K6hZcFQ4L._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
388.0,Amazon,B0DS9VVRGJ,"256GB Flash Drive Intended for Phone Tablet Androidphone and Computers, 4 in 1 Photo Stick for Phone Memory Storage Easily Backup Photos Videos, Plug",11.0,13.6,4.9,14893,300+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71ZrIAFumpL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
389.0,Amazon,B017RD10X8,SanDisk 64GB Cruzer Glide USB 3.0 Flash Drive SDCZ600-064G-B35,11.0,13.57,4.2,3398,400+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51gckc6-M+L._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
390.0,Amazon,B077Y149DL,SanDisk 16GB Ultra Fit USB 3.2 Flash Drive - SDCZ430-016G-G46,8.0,9.91,3.1,4885,400+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/917k6WqTLSL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
391.0,Amazon,B07FLP3TKD,"4GB USB Flash Drive, Flash Stick 4 GB 10 Pack Memory Stick JBOS Swivel Thumb Drives Gig Stick USB2.0 Pen Drive for Fold Digital Date Storage, Zip Driv",18.0,20.66,4.9,26618,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61lrRFxDPHL._AC_UY218_.jpg,2026-01-30 19:02:05,2026-02-06 18:24:55,,,,,,,
392.0,Amazon,AMZ_SAMPLE_4_0,Samsung laptop Model 1,1476.83,2455.06,4.9,24463,Samsung Store,Electronics,{},https://via.placeholder.com/150?text=Samsung,2026-01-30 19:02:14,2026-02-06 18:24:56,,,,,,,
