platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,crawled_at,source_keyword,details,image_url,detail_url,crawl_timestamp,search_keyword
JD.com,JD_TRA_006_0007,trampoline JD商品 6-7,1734,2222.89,3.9,60092,品牌旗舰店,电子产品,2026-02-06 21:48:59,trampoline,,,,,
JD.com,JD_TRA_007_0000,trampoline JD商品 7-0,4841,6033.79,4.5,71435,品牌旗舰店,电子产品,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0001,trampoline JD商品 7-1,4639,5445.2,5.0,52456,授权专卖店,服装,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0002,trampoline JD商品 7-2,4315,5153.02,3.7,47384,品牌旗舰店,电子产品,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0003,trampoline JD商品 7-3,4047,4503.08,4.9,24674,品牌旗舰店,家居,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0004,trampoline JD商品 7-4,2006,2442.95,4.2,83907,品牌旗舰店,电子产品,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0005,trampoline JD商品 7-5,2999,3588.31,3.7,81383,JD自营,图书,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0006,trampoline JD商品 7-6,4633,5850.02,4.3,97459,品牌旗舰店,家居,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0007,trampoline JD商品 7-7,4245,5474.67,4.9,2589,授权专卖店,图书,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_007_0008,trampoline JD商品 7-8,4719,5890.12,3.6,82452,品牌旗舰店,电子产品,2026-02-06 21:49:04,trampoline,,,,,
JD.com,JD_TRA_008_0000,trampoline JD商品 8-0,1556,1849.67,4.4,10440,JD自营,电子产品,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_008_0001,trampoline JD商品 8-1,2753,3322.9,4.7,68641,授权专卖店,家居,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_008_0002,trampoline JD商品 8-2,4547,5700.17,4.0,95951,授权专卖店,图书,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_008_0003,trampoline JD商品 8-3,3775,4596.93,4.7,10389,授权专卖店,服装,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_008_0004,trampoline JD商品 8-4,569,660.79,4.4,39091,JD自营,运动户外,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_008_0005,trampoline JD商品 8-5,3333,4076.04,4.8,82615,授权专卖店,电子产品,2026-02-06 21:49:09,trampoline,,,,,
JD.com,JD_TRA_009_0000,trampoline JD商品 9-0,642,826.79,3.5,13116,授权专卖店,电子产品,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0001,trampoline JD商品 9-1,1773,2137.0,4.7,88239,品牌旗舰店,电子产品,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0002,trampoline JD商品 9-2,3327,4039.18,4.7,59992,JD自营,家居,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0003,trampoline JD商品 9-3,922,1183.73,3.8,24501,授权专卖店,图书,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0004,trampoline JD商品 9-4,2420,2694.81,5.0,71383,品牌旗舰店,家居,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0005,trampoline JD商品 9-5,919,1136.95,3.7,28728,JD自营,服装,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0006,trampoline JD商品 9-6,1544,2006.64,4.3,7568,授权专卖店,运动户外,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_009_0007,trampoline JD商品 9-7,2717,3230.56,4.5,99153,JD自营,图书,2026-02-06 21:49:14,trampoline,,,,,
JD.com,JD_TRA_010_0000,trampoline JD商品 10-0,2707,3087.09,3.6,30382,JD自营,家居,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0001,trampoline JD商品 10-1,4312,5516.83,4.8,73979,品牌旗舰店,电子产品,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0002,trampoline JD商品 10-2,3472,4060.46,4.5,28352,JD自营,运动户外,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0003,trampoline JD商品 10-3,2323,2993.49,4.4,30905,JD自营,电子产品,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0004,trampoline JD商品 10-4,1921,2275.87,4.1,24012,JD自营,图书,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0005,trampoline JD商品 10-5,4643,5729.05,4.0,44726,授权专卖店,运动户外,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0006,trampoline JD商品 10-6,4944,5795.66,4.2,92326,授权专卖店,家居,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0007,trampoline JD商品 10-7,4085,4808.38,3.9,38746,品牌旗舰店,家居,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0008,trampoline JD商品 10-8,4868,6193.45,4.6,92270,授权专卖店,运动户外,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_010_0009,trampoline JD商品 10-9,1689,1917.31,4.4,14607,授权专卖店,运动户外,2026-02-06 21:49:19,trampoline,,,,,
JD.com,JD_TRA_011_0000,trampoline JD商品 11-0,597,717.73,3.7,79405,JD自营,服装,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0001,trampoline JD商品 11-1,2690,3302.48,4.8,98763,品牌旗舰店,图书,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0002,trampoline JD商品 11-2,1734,1925.71,5.0,71976,品牌旗舰店,服装,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0003,trampoline JD商品 11-3,1626,1870.87,3.8,92406,授权专卖店,电子产品,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0004,trampoline JD商品 11-4,2362,2647.21,4.7,16013,品牌旗舰店,家居,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0005,trampoline JD商品 11-5,4517,5456.08,4.6,74165,授权专卖店,电子产品,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_011_0006,trampoline JD商品 11-6,1214,1464.17,4.3,99148,授权专卖店,电子产品,2026-02-06 21:49:24,trampoline,,,,,
JD.com,JD_TRA_012_0000,trampoline JD商品 12-0,3542,4064.97,4.7,37239,品牌旗舰店,服装,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0001,trampoline JD商品 12-1,4519,5309.35,3.5,41757,授权专卖店,服装,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0002,trampoline JD商品 12-2,3592,4055.99,4.5,26479,授权专卖店,运动户外,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0003,trampoline JD商品 12-3,2916,3759.67,4.8,22141,授权专卖店,图书,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0004,trampoline JD商品 12-4,3667,4085.31,3.8,92140,授权专卖店,电子产品,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0005,trampoline JD商品 12-5,991,1251.37,4.7,6984,品牌旗舰店,服装,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0006,trampoline JD商品 12-6,3644,4368.54,4.3,22109,JD自营,家居,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_TRA_012_0007,trampoline JD商品 12-7,2970,3552.36,5.0,10605,JD自营,家居,2026-02-06 21:49:29,trampoline,,,,,
JD.com,JD_ROS_011_0000,rose flower lego JD商品 11-0,1883,2389.68,4.4,82671,授权专卖店,图书,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0001,rose flower lego JD商品 11-1,4737,6102.7,4.0,6573,授权专卖店,家居,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0002,rose flower lego JD商品 11-2,4198,5177.41,3.9,88238,品牌旗舰店,服装,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0003,rose flower lego JD商品 11-3,3871,4380.6,3.7,11476,JD自营,家居,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0004,rose flower lego JD商品 11-4,1846,2262.28,4.0,60915,授权专卖店,电子产品,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0005,rose flower lego JD商品 11-5,1238,1528.7,4.9,93324,品牌旗舰店,家居,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0006,rose flower lego JD商品 11-6,656,845.28,3.8,60709,授权专卖店,电子产品,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0007,rose flower lego JD商品 11-7,3414,4072.72,4.9,86305,品牌旗舰店,家居,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_011_0008,rose flower lego JD商品 11-8,1039,1238.49,4.4,51915,授权专卖店,家居,2026-02-10 19:01:15,rose flower lego,,,,,
JD.com,JD_ROS_012_0000,rose flower lego JD商品 12-0,2190,2741.63,4.2,74393,授权专卖店,电子产品,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_012_0001,rose flower lego JD商品 12-1,3265,4198.31,4.8,53436,JD自营,运动户外,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_012_0002,rose flower lego JD商品 12-2,3335,3792.74,3.7,80963,品牌旗舰店,电子产品,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_012_0003,rose flower lego JD商品 12-3,3631,4369.26,4.0,62111,品牌旗舰店,图书,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_012_0004,rose flower lego JD商品 12-4,1838,2078.16,3.8,17928,JD自营,家居,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_012_0005,rose flower lego JD商品 12-5,1641,1830.9,4.2,5823,品牌旗舰店,家居,2026-02-10 19:01:20,rose flower lego,,,,,
JD.com,JD_ROS_003_0007,rose flower lego JD商品 3-7,4047,4655.97,3.5,8076,JD自营,图书,2026-02-10 19:11:45,rose flower lego,,,,,
JD.com,JD_ROS_003_0008,rose flower lego JD商品 3-8,2053,2402.74,4.0,39926,JD自营,图书,2026-02-10 19:11:45,rose flower lego,,,,,
JD.com,JD_ROS_003_0009,rose flower lego JD商品 3-9,3597,4058.48,4.7,79585,品牌旗舰店,家居,2026-02-10 19:11:45,rose flower lego,,,,,
JD.com,JD_ROS_006_0008,rose flower lego JD商品 6-8,3001,3746.98,3.8,80437,品牌旗舰店,服装,2026-02-10 19:12:00,rose flower lego,,,,,
JD.com,JD_ROS_008_0007,rose flower lego JD商品 8-7,2680,3430.98,4.9,9949,品牌旗舰店,运动户外,2026-02-10 19:12:10,rose flower lego,,,,,
JD.com,JD_ROS_008_0008,rose flower lego JD商品 8-8,1700,1981.54,4.3,18651,JD自营,运动户外,2026-02-10 19:12:10,rose flower lego,,,,,
JD.com,JD_ROS_008_0009,rose flower lego JD商品 8-9,1701,2168.04,3.9,60699,授权专卖店,服装,2026-02-10 19:12:10,rose flower lego,,,,,
JD.com,JD_ROS_009_0007,rose flower lego JD商品 9-7,2492,3142.76,3.8,1108,品牌旗舰店,运动户外,2026-02-10 19:12:15,rose flower lego,,,,,
JD.com,JD_ROS_009_0008,rose flower lego JD商品 9-8,4619,5836.39,3.7,67435,JD自营,图书,2026-02-10 19:12:15,rose flower lego,,,,,
JD.com,JD_ROS_009_0009,rose flower lego JD商品 9-9,4393,5482.15,4.8,29607,品牌旗舰店,电子产品,2026-02-10 19:12:15,rose flower lego,,,,,
JD.com,JD_FLO_001_0007,flower vase JD商品 1-7,3593,4506.98,4.3,37562,品牌旗舰店,服装,2026-02-10 19:31:30,flower vase,,,,,
JD.com,JD_FLO_001_0008,flower vase JD商品 1-8,1834,2253.91,4.5,73308,JD自营,家居,2026-02-10 19:31:30,flower vase,,,,,
JD.com,JD_FLO_001_0009,flower vase JD商品 1-9,579,661.52,3.5,94398,品牌旗舰店,服装,2026-02-10 19:31:30,flower vase,,,,,
JD.com,JD_FLO_005_0008,flower vase JD商品 5-8,1246,1609.97,4.4,3048,品牌旗舰店,运动户外,2026-02-10 19:31:50,flower vase,,,,,
JD.com,JD_FLO_005_0009,flower vase JD商品 5-9,1576,1812.78,4.0,91146,品牌旗舰店,电子产品,2026-02-10 19:31:50,flower vase,,,,,
JD.com,JD_FLO_009_0008,flower vase JD商品 9-8,2085,2470.18,4.7,24915,品牌旗舰店,电子产品,2026-02-10 19:32:10,flower vase,,,,,
JD.com,JD_FLO_001_0000,flower vase JD商品 1-0,1244,1563.28,4.8,72000,品牌旗舰店,运动户外,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0001,flower vase JD商品 1-1,3423,4286.85,4.0,60329,授权专卖店,家居,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0002,flower vase JD商品 1-2,4917,6267.04,4.2,21366,授权专卖店,电子产品,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0003,flower vase JD商品 1-3,3409,3766.11,4.2,39349,授权专卖店,家居,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0004,flower vase JD商品 1-4,1863,2120.68,3.8,63429,授权专卖店,家居,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0005,flower vase JD商品 1-5,3484,3966.51,4.7,61683,JD自营,服装,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_001_0006,flower vase JD商品 1-6,4660,5161.94,4.9,96704,JD自营,电子产品,2026-02-10 19:39:48,flower vase,,,,,
JD.com,JD_FLO_002_0000,flower vase JD商品 2-0,532,680.98,3.9,26687,品牌旗舰店,图书,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_002_0001,flower vase JD商品 2-1,637,758.5,4.1,63086,JD自营,运动户外,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_002_0002,flower vase JD商品 2-2,3002,3369.86,4.1,81171,品牌旗舰店,运动户外,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_002_0003,flower vase JD商品 2-3,3222,4059.06,3.6,6798,品牌旗舰店,电子产品,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_002_0004,flower vase JD商品 2-4,2050,2483.56,4.9,55127,授权专卖店,图书,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_002_0005,flower vase JD商品 2-5,2004,2227.23,3.5,16466,JD自营,家居,2026-02-10 19:39:53,flower vase,,,,,
JD.com,JD_FLO_003_0000,flower vase JD商品 3-0,3558,4143.26,3.8,27921,授权专卖店,家居,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0001,flower vase JD商品 3-1,967,1174.82,4.9,67510,授权专卖店,运动户外,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0002,flower vase JD商品 3-2,1847,2137.46,5.0,93335,JD自营,电子产品,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0003,flower vase JD商品 3-3,792,998.81,3.9,8044,JD自营,电子产品,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0004,flower vase JD商品 3-4,3153,3644.31,4.2,23584,品牌旗舰店,运动户外,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0005,flower vase JD商品 3-5,2781,3473.63,3.9,99420,JD自营,运动户外,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_003_0006,flower vase JD商品 3-6,3060,3560.39,4.4,64075,品牌旗舰店,运动户外,2026-02-10 19:39:58,flower vase,,,,,
JD.com,JD_FLO_004_0000,flower vase JD商品 4-0,651,724.11,4.9,93361,授权专卖店,图书,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0001,flower vase JD商品 4-1,1403,1714.37,3.8,95107,JD自营,电子产品,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0002,flower vase JD商品 4-2,1576,1860.71,3.8,26688,JD自营,家居,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0003,flower vase JD商品 4-3,1605,1975.0,3.6,93613,授权专卖店,服装,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0004,flower vase JD商品 4-4,2811,3499.63,4.3,2262,JD自营,服装,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0005,flower vase JD商品 4-5,1731,1971.51,4.8,78308,授权专卖店,家居,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0006,flower vase JD商品 4-6,4933,6275.28,4.6,98065,品牌旗舰店,电子产品,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0007,flower vase JD商品 4-7,1127,1388.58,3.9,35535,品牌旗舰店,图书,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_004_0008,flower vase JD商品 4-8,4670,5776.13,3.8,66078,JD自营,运动户外,2026-02-10 19:40:03,flower vase,,,,,
JD.com,JD_FLO_005_0000,flower vase JD商品 5-0,2116,2349.31,3.9,41854,JD自营,图书,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0001,flower vase JD商品 5-1,3606,4481.62,3.9,71301,JD自营,家居,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0002,flower vase JD商品 5-2,1760,2198.9,4.7,86938,JD自营,电子产品,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0003,flower vase JD商品 5-3,3752,4533.1,3.6,61651,授权专卖店,服装,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0004,flower vase JD商品 5-4,4711,5361.94,3.9,35820,授权专卖店,运动户外,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0005,flower vase JD商品 5-5,2160,2383.71,4.9,37983,JD自营,运动户外,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0006,flower vase JD商品 5-6,2826,3378.64,4.7,22351,JD自营,图书,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_005_0007,flower vase JD商品 5-7,3863,4254.16,3.8,46557,授权专卖店,电子产品,2026-02-10 19:40:08,flower vase,,,,,
JD.com,JD_FLO_006_0000,flower vase JD商品 6-0,3385,3903.32,3.6,92240,JD自营,运动户外,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0001,flower vase JD商品 6-1,1806,2312.59,3.9,51044,品牌旗舰店,图书,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0002,flower vase JD商品 6-2,4377,5016.59,4.5,3583,JD自营,家居,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0003,flower vase JD商品 6-3,4246,4848.0,4.7,64600,品牌旗舰店,家居,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0004,flower vase JD商品 6-4,682,820.29,4.0,5421,授权专卖店,家居,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0005,flower vase JD商品 6-5,564,654.77,4.4,1850,品牌旗舰店,运动户外,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0006,flower vase JD商品 6-6,871,1116.61,4.9,52039,品牌旗舰店,服装,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_006_0007,flower vase JD商品 6-7,1589,1960.36,4.0,63055,授权专卖店,运动户外,2026-02-10 19:40:13,flower vase,,,,,
JD.com,JD_FLO_007_0000,flower vase JD商品 7-0,2015,2377.38,5.0,23012,授权专卖店,图书,2026-02-10 19:40:18,flower vase,,,,,
JD.com,JD_FLO_007_0001,flower vase JD商品 7-1,3897,4820.92,4.1,51526,JD自营,家居,2026-02-10 19:40:18,flower vase,,,,,
