platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,crawled_at
JD.com,JD_0031,Product 81 - Sample Item,1265.431347313738,302.8333354548606,3.6759903137030716,5546,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0032,Product 82 - Sample Item,695.2511484626659,2038.8443431161243,3.751165905279888,3923,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0033,Product 83 - Sample Item,173.9387830577461,1937.5062162352995,3.187963879681738,1076,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0034,Product 84 - Sample Item,656.4155273455412,611.995083310433,4.156560281992348,7733,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0035,Product 85 - Sample Item,684.1074779521567,1472.3658585131432,3.071884547593484,4390,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0036,Product 86 - Sample Item,1472.732047759225,1808.855508430602,3.9311960362649203,4117,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0037,Product 87 - Sample Item,1293.2370691426656,1248.1297368228493,4.085289269415153,5736,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0038,Product 88 - Sample Item,1780.0648480238367,1193.4522376818538,3.573082504256569,3383,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0039,Product 89 - Sample Item,970.8191040658011,577.5639025269666,4.1816665211380215,8955,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0040,Product 90 - Sample Item,283.2087795796883,259.2399231046243,3.061000499878099,2092,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0041,Product 91 - Sample Item,1440.8273350848403,1980.0417220201193,3.074696377498429,8977,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0042,Product 92 - Sample Item,1533.53084480295,1986.8946423295272,4.6452011213193165,6758,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0043,Product 93 - Sample Item,1144.4905352605176,1414.8371185647934,3.720381282822526,9827,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0044,Product 94 - Sample Item,1553.386000911394,785.5237528442194,3.2541210253037693,427,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0045,Product 95 - Sample Item,1012.9014129105619,807.3084896710943,4.044486520109609,8316,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0046,Product 96 - Sample Item,1069.3290172948884,1613.5451527823122,4.539987106197222,8818,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0047,Product 97 - Sample Item,883.7049857991718,1979.815956298515,3.431642054993686,3984,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0048,Product 98 - Sample Item,99.56729715098561,1958.364947927351,4.245780951638,3277,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0049,Product 99 - Sample Item,260.3882826369437,1728.933668135315,3.170694929987536,835,JD Store,Clothing,2026-02-10 20:08:10
